POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
9,3,0.4999999583333368,0.02962962962962963,20.25,28.888888888888886,19.655555555555555,20.25,117,405,2.0814814814814815,16,6.3432098765432094
23,10,0.3939393820018369,0.03064066852367688,21.54,19.77715877437326,16.5268635097493,21.54,213,1077,1.7539461467038069,42,5.226555246053853
15,5,0.4999999750000012,0.04319654427645788,21.045454545454547,26.34989200863931,18.95813862163754,21.045454545454547,122,463,2.019438444924406,12,6.203023758099352
29,14,0.3488372011898325,0.055916775032509754,19.225,37.971391417425224,22.87855656697009,19.225,292,769,2.243172951885566,14,6.5461638491547465
6,1,0.7142856122449125,0.015350877192982455,16.88888888888889,29.385964912280706,18.50994152046784,16.88888888888889,134,456,2.0899122807017543,7,6.142543859649122
9,3,0.4999999583333368,0.02962962962962963,20.25,28.888888888888886,19.655555555555555,20.25,117,405,2.0814814814814815,16,6.3432098765432094
